Zone,Vegetation,Year,Date,Species,Length,Dominant_age_group,Latitude,Longitude
1,Eelgrass,2010,6/8/2010,Pacific_herring,130,No,48.37337,-122.55571
1,Eelgrass,2010,6/8/2010,Pacific_herring,131,No,48.37337,-122.55571
1,Eelgrass,2010,6/8/2010,Pacific_herring,132,No,48.37337,-122.55571
1,Eelgrass,2010,6/8/2010,Pacific_herring,134,No,48.37337,-122.55571
1,Eelgrass,2010,6/8/2010,Pacific_herring,136,No,48.37474,-122.55487
3,Eelgrass,2010,6/8/2010,Pacific_herring,159,No,48.3218,-122.49437
3,Eelgrass,2010,6/8/2010,Pacific_herring,168,No,48.3218,-122.49437
2,Eelgrass,2010,6/8/2010,Pacific_herring,195,No,48.3347,-122.50756
2,Eelgrass,2010,6/8/2010,Pacific_herring,203,No,48.3347,-122.50756
2,Eelgrass,2010,6/9/2010,Pacific_herring,45,No,48.3341,-122.51836
2,Unvegetated,2010,6/9/2010,Pacific_herring,156,No,48.34834,-122.54342
4,Eelgrass,2010,7/19/2010,Pacific_herring,125,No,48.28973,-122.47891
3,Eelgrass,2010,7/19/2010,Pacific_herring,129,No,48.328,-122.50329
3,Eelgrass,2010,7/19/2010,Pacific_herring,130,No,48.328,-122.50329
4,Eelgrass,2010,7/19/2010,Pacific_herring,130,No,48.28973,-122.47891
3,Eelgrass,2010,7/19/2010,Pacific_herring,140,No,48.328,-122.50329
4,Eelgrass,2010,7/19/2010,Pacific_herring,141,No,48.28973,-122.47891
2,Eelgrass,2010,7/19/2010,Pacific_herring,142,No,48.3351,-122.50758
1,Eelgrass,2010,7/20/2010,Pacific_herring,61,Yes,48.38194,-122.54963
1,Eelgrass,2010,7/20/2010,Pacific_herring,62,Yes,48.38194,-122.54963
1,Eelgrass,2010,7/20/2010,Pacific_herring,65,Yes,48.38194,-122.54963
1,Eelgrass,2010,7/20/2010,Pacific_herring,67,Yes,48.38194,-122.54963
1,Eelgrass,2010,7/20/2010,Pacific_herring,68,Yes,48.38194,-122.54963
1,Eelgrass,2010,7/20/2010,Pacific_herring,68,Yes,48.38194,-122.54963
1,Eelgrass,2010,7/20/2010,Pacific_herring,72,Yes,48.38194,-122.54963
1,Eelgrass,2010,8/16/2010,Pacific_herring,63,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,64,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,65,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,65,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,65,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,65,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,66,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,66,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,68,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,68,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,68,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,69,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,70,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,71,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,71,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,71,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,71,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,72,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,72,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,75,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,76,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,84,Yes,48.37417,-122.55582
1,Eelgrass,2010,8/16/2010,Pacific_herring,85,Yes,48.37417,-122.55582
2,Eelgrass,2010,8/16/2010,Pacific_herring,88,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,89,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,90,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,90,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,90,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,90,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,90,Yes,48.33644,-122.52494
1,Eelgrass,2010,8/16/2010,Pacific_herring,90,Yes,48.37417,-122.55582
2,Eelgrass,2010,8/16/2010,Pacific_herring,91,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,91,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,91,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,92,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,92,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,94,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,95,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,95,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,95,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,95,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,95,Yes,48.33644,-122.52494
1,Eelgrass,2010,8/16/2010,Pacific_herring,95,Yes,48.37417,-122.55582
2,Eelgrass,2010,8/16/2010,Pacific_herring,96,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,96,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,97,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,98,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,99,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,100,Yes,48.33644,-122.52494
2,Eelgrass,2010,8/16/2010,Pacific_herring,110,Yes,48.33644,-122.52494
4,Eelgrass,2010,8/17/2010,Pacific_herring,61,Yes,48.2808,-122.4848
1,Eelgrass,2010,8/17/2010,Pacific_herring,80,Yes,48.37402,-122.55211
4,Eelgrass,2010,8/17/2010,Pacific_herring,84,Yes,48.2808,-122.4848
4,Eelgrass,2010,8/17/2010,Pacific_herring,90,Yes,48.2808,-122.4848
4,Eelgrass,2010,8/17/2010,Pacific_herring,108,Yes,48.2808,-122.4848
1,Eelgrass,2010,9/14/2010,Pacific_herring,76,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,81,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,83,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,85,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,85,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,85,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,85,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,86,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,86,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,86,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,86,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,87,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,90,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,91,Yes,48.38202,-122.54928
1,Eelgrass,2010,9/14/2010,Pacific_herring,95,Yes,48.38202,-122.54928
4,Eelgrass,2010,9/15/2010,Pacific_herring,86,Yes,48.2789,-122.48552
4,Eelgrass,2010,9/15/2010,Pacific_herring,89,Yes,48.2789,-122.48552
4,Eelgrass,2010,9/15/2010,Pacific_herring,90,Yes,48.2789,-122.48552
4,Eelgrass,2010,9/15/2010,Pacific_herring,93,Yes,48.2789,-122.48552
4,Eelgrass,2010,9/15/2010,Pacific_herring,95,Yes,48.2789,-122.48552
4,Eelgrass,2010,9/15/2010,Pacific_herring,96,Yes,48.2789,-122.48552
4,Eelgrass,2010,9/15/2010,Pacific_herring,101,Yes,48.2789,-122.48552
2,Eelgrass,2010,9/15/2010,Pacific_herring,115,Yes,48.33636,-122.50675
2,Eelgrass,2009,5/18/2009,Shiner_perch,79,Yes,48.33604,-122.52652
2,Eelgrass,2009,5/18/2009,Shiner_perch,82,Yes,48.33604,-122.52652
2,Eelgrass,2009,5/18/2009,Shiner_perch,84,Yes,48.33604,-122.52652
1,Eelgrass,2009,5/18/2009,Shiner_perch,87,Yes,48.37438,-122.55008
1,Eelgrass,2009,5/18/2009,Shiner_perch,100,Yes,48.37438,-122.55008
2,Eelgrass,2009,5/18/2009,Shiner_perch,106,Yes,48.33604,-122.52652
2,Eelgrass,2009,5/18/2009,Shiner_perch,110,Yes,48.33604,-122.52652
2,Eelgrass,2009,5/18/2009,Shiner_perch,111,Yes,48.33604,-122.52652
1,Eelgrass,2009,5/19/2009,Shiner_perch,70,Yes,48.37616,-122.5511
1,Eelgrass,2009,5/19/2009,Shiner_perch,116,Yes,48.37465,-122.55465
1,Eelgrass,2009,6/15/2009,Shiner_perch,79,Yes,48.37581,-122.55362
1,Eelgrass,2009,6/15/2009,Shiner_perch,83,Yes,48.37581,-122.55362
1,Eelgrass,2009,6/15/2009,Shiner_perch,85,Yes,48.37091,-122.55118
1,Eelgrass,2009,6/15/2009,Shiner_perch,104,Yes,48.37581,-122.55362
3,Unvegetated,2009,7/13/2009,Shiner_perch,35,No,48.3265099,-122.4808666
3,Unvegetated,2009,7/13/2009,Shiner_perch,81,Yes,48.32149518,-122.4676628
3,Unvegetated,2009,7/13/2009,Shiner_perch,82,Yes,48.32149518,-122.4676628
4,Eelgrass,2009,7/13/2009,Shiner_perch,87,Yes,48.28907331,-122.4752639
3,Unvegetated,2009,7/13/2009,Shiner_perch,87,Yes,48.32149518,-122.4676628
3,Eelgrass,2009,7/13/2009,Shiner_perch,89,Yes,48.3178695,-122.486676
4,Eelgrass,2009,7/13/2009,Shiner_perch,89,Yes,48.30459357,-122.4783075
4,Eelgrass,2009,7/13/2009,Shiner_perch,89,Yes,48.30459357,-122.4783075
4,Eelgrass,2009,7/13/2009,Shiner_perch,89,Yes,48.29887527,-122.4589684
4,Eelgrass,2009,7/13/2009,Shiner_perch,89,Yes,48.28907331,-122.4752639
4,Eelgrass,2009,7/13/2009,Shiner_perch,90,Yes,48.28907331,-122.4752639
3,Unvegetated,2009,7/13/2009,Shiner_perch,90,Yes,48.32149518,-122.4676628
4,Eelgrass,2009,7/13/2009,Shiner_perch,92,Yes,48.28907331,-122.4752639
4,Eelgrass,2009,7/13/2009,Shiner_perch,93,Yes,48.29887527,-122.4589684
4,Eelgrass,2009,7/13/2009,Shiner_perch,93,Yes,48.28907331,-122.4752639
4,Eelgrass,2009,7/13/2009,Shiner_perch,93,Yes,48.28907331,-122.4752639
3,Eelgrass,2009,7/13/2009,Shiner_perch,94,Yes,48.31455982,-122.4801401
3,Eelgrass,2009,7/13/2009,Shiner_perch,95,Yes,48.3178695,-122.486676
3,Eelgrass,2009,7/13/2009,Shiner_perch,96,Yes,48.31455982,-122.4801401
4,Eelgrass,2009,7/13/2009,Shiner_perch,96,Yes,48.29887527,-122.4589684
3,Eelgrass,2009,7/13/2009,Shiner_perch,97,Yes,48.31455982,-122.4801401
3,Eelgrass,2009,7/13/2009,Shiner_perch,97,Yes,48.31455982,-122.4801401
4,Eelgrass,2009,7/13/2009,Shiner_perch,97,Yes,48.29887527,-122.4589684
3,Eelgrass,2009,7/13/2009,Shiner_perch,99,Yes,48.31455982,-122.4801401
4,Eelgrass,2009,7/13/2009,Shiner_perch,100,Yes,48.29887527,-122.4589684
4,Eelgrass,2009,7/13/2009,Shiner_perch,104,Yes,48.29887527,-122.4589684
4,Eelgrass,2009,7/13/2009,Shiner_perch,105,Yes,48.29887527,-122.4589684
4,Eelgrass,2009,7/13/2009,Shiner_perch,108,Yes,48.28907331,-122.4752639
4,Eelgrass,2009,7/13/2009,Shiner_perch,110,Yes,48.29887527,-122.4589684
3,Eelgrass,2009,7/13/2009,Shiner_perch,111,Yes,48.3178695,-122.486676
4,Eelgrass,2009,7/13/2009,Shiner_perch,115,Yes,48.30459357,-122.4783075
3,Eelgrass,2009,7/13/2009,Shiner_perch,117,Yes,48.31455982,-122.4801401
4,Eelgrass,2009,7/13/2009,Shiner_perch,118,Yes,48.30459357,-122.4783075
4,Eelgrass,2009,7/13/2009,Shiner_perch,121,Yes,48.30459357,-122.4783075
3,Eelgrass,2009,7/13/2009,Shiner_perch,124,Yes,48.31455982,-122.4801401
4,Eelgrass,2009,7/13/2009,Shiner_perch,125,Yes,48.29887527,-122.4589684
2,Eelgrass,2009,7/14/2009,Shiner_perch,35,No,48.33534334,-122.5071256
2,Eelgrass,2009,7/14/2009,Shiner_perch,39,No,48.33534334,-122.5071256
2,Eelgrass,2009,7/14/2009,Shiner_perch,39,No,48.33534334,-122.5071256
2,Eelgrass,2009,7/14/2009,Shiner_perch,40,No,48.33534334,-122.5071256
2,Eelgrass,2009,7/14/2009,Shiner_perch,41,No,48.33534334,-122.5071256
2,Eelgrass,2009,7/14/2009,Shiner_perch,41,No,48.33534334,-122.5071256
2,Eelgrass,2009,7/14/2009,Shiner_perch,44,No,48.33534334,-122.5071256
2,Unvegetated,2009,7/14/2009,Shiner_perch,82,Yes,48.34492788,-122.5376397
1,Eelgrass,2009,7/14/2009,Shiner_perch,84,Yes,48.37067046,-122.5531301
1,Eelgrass,2009,7/14/2009,Shiner_perch,85,Yes,48.37067046,-122.5531301
2,Unvegetated,2009,7/14/2009,Shiner_perch,88,Yes,48.34492788,-122.5376397
1,Eelgrass,2009,7/14/2009,Shiner_perch,90,Yes,48.37067046,-122.5531301
2,Eelgrass,2009,7/14/2009,Shiner_perch,91,Yes,48.33534334,-122.5071256
2,Unvegetated,2009,7/14/2009,Shiner_perch,91,Yes,48.34492788,-122.5376397
2,Eelgrass,2009,7/14/2009,Shiner_perch,93,Yes,48.33534334,-122.5071256
2,Eelgrass,2009,7/14/2009,Shiner_perch,93,Yes,48.33534334,-122.5071256
2,Eelgrass,2009,7/14/2009,Shiner_perch,95,Yes,48.33534334,-122.5071256
1,Eelgrass,2009,7/14/2009,Shiner_perch,95,Yes,48.37067046,-122.5531301
4,Eelgrass,2009,7/14/2009,Shiner_perch,98,Yes,48.29313819,-122.475967
2,Unvegetated,2009,7/14/2009,Shiner_perch,103,Yes,48.34492788,-122.5376397
2,Unvegetated,2009,7/14/2009,Shiner_perch,103,Yes,48.34492788,-122.5376397
2,Unvegetated,2009,7/14/2009,Shiner_perch,104,Yes,48.34492788,-122.5376397
1,Eelgrass,2009,7/14/2009,Shiner_perch,107,Yes,48.37067046,-122.5531301
4,Eelgrass,2009,7/14/2009,Shiner_perch,110,Yes,48.29313819,-122.475967
1,Eelgrass,2009,7/14/2009,Shiner_perch,111,Yes,48.37067046,-122.5531301
1,Eelgrass,2009,7/14/2009,Shiner_perch,112,Yes,48.37067046,-122.5531301
2,Unvegetated,2009,7/14/2009,Shiner_perch,121,Yes,48.34492788,-122.5376397
3,Unvegetated,2009,8/10/2009,Shiner_perch,38,No,48.32345,-122.46966
2,Eelgrass,2009,8/10/2009,Shiner_perch,52,No,48.33673,-122.50607
3,Unvegetated,2009,8/10/2009,Shiner_perch,60,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,62,No,48.32345,-122.46966
2,Eelgrass,2009,8/10/2009,Shiner_perch,63,No,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,63,No,48.33195,-122.51459
2,Eelgrass,2009,8/10/2009,Shiner_perch,64,No,48.33195,-122.51459
3,Unvegetated,2009,8/10/2009,Shiner_perch,64,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,64,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,65,No,48.32683,-122.48013
3,Unvegetated,2009,8/10/2009,Shiner_perch,65,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,66,No,48.32345,-122.46966
2,Eelgrass,2009,8/10/2009,Shiner_perch,67,No,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,67,No,48.33673,-122.50607
3,Unvegetated,2009,8/10/2009,Shiner_perch,67,No,48.32683,-122.48013
3,Unvegetated,2009,8/10/2009,Shiner_perch,67,No,48.32683,-122.48013
3,Unvegetated,2009,8/10/2009,Shiner_perch,67,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,67,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,68,No,48.32683,-122.48013
3,Unvegetated,2009,8/10/2009,Shiner_perch,68,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,68,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,69,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,69,No,48.32345,-122.46966
2,Eelgrass,2009,8/10/2009,Shiner_perch,70,No,48.33673,-122.50607
3,Unvegetated,2009,8/10/2009,Shiner_perch,70,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,71,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,71,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,71,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,71,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,72,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,73,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,76,No,48.32345,-122.46966
3,Unvegetated,2009,8/10/2009,Shiner_perch,77,No,48.32345,-122.46966
2,Eelgrass,2009,8/10/2009,Shiner_perch,90,Yes,48.33637,-122.52291
3,Unvegetated,2009,8/10/2009,Shiner_perch,90,Yes,48.32345,-122.46966
2,Eelgrass,2009,8/10/2009,Shiner_perch,92,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,94,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,94,Yes,48.33673,-122.50607
4,Unvegetated,2009,8/10/2009,Shiner_perch,94,Yes,48.31042,-122.46849
2,Eelgrass,2009,8/10/2009,Shiner_perch,96,Yes,48.33195,-122.51459
2,Eelgrass,2009,8/10/2009,Shiner_perch,96,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,98,Yes,48.33195,-122.51459
2,Eelgrass,2009,8/10/2009,Shiner_perch,98,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,99,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,100,Yes,48.33673,-122.50607
3,Eelgrass,2009,8/10/2009,Shiner_perch,102,Yes,48.32733,-122.50689
2,Eelgrass,2009,8/10/2009,Shiner_perch,102,Yes,48.33673,-122.50607
3,Eelgrass,2009,8/10/2009,Shiner_perch,103,Yes,48.32733,-122.50689
2,Eelgrass,2009,8/10/2009,Shiner_perch,103,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,103,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,104,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,104,Yes,48.33673,-122.50607
3,Unvegetated,2009,8/10/2009,Shiner_perch,104,Yes,48.32345,-122.46966
2,Eelgrass,2009,8/10/2009,Shiner_perch,105,Yes,48.33673,-122.50607
3,Unvegetated,2009,8/10/2009,Shiner_perch,105,Yes,48.32345,-122.46966
2,Eelgrass,2009,8/10/2009,Shiner_perch,107,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,115,Yes,48.33673,-122.50607
3,Unvegetated,2009,8/10/2009,Shiner_perch,115,Yes,48.32345,-122.46966
2,Eelgrass,2009,8/10/2009,Shiner_perch,116,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,123,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,126,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,135,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/10/2009,Shiner_perch,138,Yes,48.33673,-122.50607
2,Eelgrass,2009,8/11/2009,Shiner_perch,61,No,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,61,No,48.33663,-122.51828
2,Eelgrass,2009,8/11/2009,Shiner_perch,62,No,48.33663,-122.51828
1,Eelgrass,2009,8/11/2009,Shiner_perch,63,No,48.37157,-122.55338
1,Eelgrass,2009,8/11/2009,Shiner_perch,63,No,48.37157,-122.55338
2,Eelgrass,2009,8/11/2009,Shiner_perch,64,No,48.33663,-122.51828
2,Eelgrass,2009,8/11/2009,Shiner_perch,65,No,48.33663,-122.51828
2,Eelgrass,2009,8/11/2009,Shiner_perch,65,No,48.33663,-122.51828
2,Eelgrass,2009,8/11/2009,Shiner_perch,65,No,48.33663,-122.51828
2,Eelgrass,2009,8/11/2009,Shiner_perch,66,No,48.33663,-122.51828
2,Eelgrass,2009,8/11/2009,Shiner_perch,66,No,48.33663,-122.51828
1,Eelgrass,2009,8/11/2009,Shiner_perch,66,No,48.37157,-122.55338
2,Eelgrass,2009,8/11/2009,Shiner_perch,68,No,48.33663,-122.51828
1,Eelgrass,2009,8/11/2009,Shiner_perch,69,No,48.37157,-122.55338
4,Eelgrass,2009,8/11/2009,Shiner_perch,87,Yes,48.30111,-122.4632
4,Eelgrass,2009,8/11/2009,Shiner_perch,87,Yes,48.29294,-122.47613
2,Eelgrass,2009,8/11/2009,Shiner_perch,89,Yes,48.33663,-122.51828
1,Eelgrass,2009,8/11/2009,Shiner_perch,90,Yes,48.37157,-122.55338
2,Eelgrass,2009,8/11/2009,Shiner_perch,91,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,91,Yes,48.33663,-122.51828
2,Eelgrass,2009,8/11/2009,Shiner_perch,93,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,94,Yes,48.33663,-122.51828
4,Eelgrass,2009,8/11/2009,Shiner_perch,94,Yes,48.30111,-122.4632
4,Eelgrass,2009,8/11/2009,Shiner_perch,95,Yes,48.29294,-122.47613
2,Eelgrass,2009,8/11/2009,Shiner_perch,96,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,97,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,97,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,98,Yes,48.33452,-122.51821
4,Eelgrass,2009,8/11/2009,Shiner_perch,98,Yes,48.30111,-122.4632
2,Eelgrass,2009,8/11/2009,Shiner_perch,99,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,99,Yes,48.33452,-122.51821
1,Eelgrass,2009,8/11/2009,Shiner_perch,99,Yes,48.37157,-122.55338
2,Eelgrass,2009,8/11/2009,Shiner_perch,100,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,100,Yes,48.33663,-122.51828
2,Eelgrass,2009,8/11/2009,Shiner_perch,100,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,100,Yes,48.33452,-122.51821
4,Eelgrass,2009,8/11/2009,Shiner_perch,100,Yes,48.30111,-122.4632
2,Eelgrass,2009,8/11/2009,Shiner_perch,101,Yes,48.33452,-122.51821
4,Eelgrass,2009,8/11/2009,Shiner_perch,101,Yes,48.28424,-122.47912
4,Eelgrass,2009,8/11/2009,Shiner_perch,101,Yes,48.28424,-122.47912
2,Eelgrass,2009,8/11/2009,Shiner_perch,102,Yes,48.33452,-122.51821
4,Eelgrass,2009,8/11/2009,Shiner_perch,102,Yes,48.30111,-122.4632
2,Eelgrass,2009,8/11/2009,Shiner_perch,103,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,104,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,105,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,110,Yes,48.33452,-122.51821
4,Eelgrass,2009,8/11/2009,Shiner_perch,110,Yes,48.29294,-122.47613
2,Eelgrass,2009,8/11/2009,Shiner_perch,113,Yes,48.33452,-122.51821
4,Eelgrass,2009,8/11/2009,Shiner_perch,116,Yes,48.28424,-122.47912
1,Eelgrass,2009,8/11/2009,Shiner_perch,117,Yes,48.37607,-122.5545
2,Eelgrass,2009,8/11/2009,Shiner_perch,119,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,120,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,122,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,126,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,130,Yes,48.33663,-122.51828
2,Eelgrass,2009,8/11/2009,Shiner_perch,130,Yes,48.33452,-122.51821
2,Eelgrass,2009,8/11/2009,Shiner_perch,131,Yes,48.33452,-122.51821
1,Eelgrass,2009,9/22/2009,Shiner_perch,68,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,68,No,48.37201,-122.55113
1,Eelgrass,2009,9/22/2009,Shiner_perch,70,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,70,No,48.3747,-122.55641
2,Eelgrass,2009,9/22/2009,Shiner_perch,71,No,48.33498,-122.50754
1,Eelgrass,2009,9/22/2009,Shiner_perch,71,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,72,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,72,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,73,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,74,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,74,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,74,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,75,No,48.37201,-122.55113
1,Eelgrass,2009,9/22/2009,Shiner_perch,76,No,48.37456,-122.55635
1,Eelgrass,2009,9/22/2009,Shiner_perch,77,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,77,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,77,No,48.3747,-122.55641
1,Eelgrass,2009,9/22/2009,Shiner_perch,79,No,48.3747,-122.55641
